channel,mean,std,skew,kurtosis,exceed_3sigma,bc
20,-1.234997272491455,1.6052916049957275,-0.12218127399682999,1.3867032527923584,0.0,0.7319000959396362
21,0.3340749442577362,1.7384594678878784,-0.3366648852825165,1.5679854154586792,0.0,0.7100469470024109
22,0.6895719766616821,0.8044430613517761,-0.15043984353542328,1.6240156888961792,3.8134432543301955e-05,0.6296935081481934
23,0.24053844809532166,0.9122970700263977,0.5853263139724731,2.245588779449463,0.00014636488049291074,0.5978863835334778
24,0.09190526604652405,0.44857704639434814,-0.7828282713890076,7.052238464355469,0.018683264032006264,0.22869619727134705
25,-0.5769132375717163,1.1911818981170654,-0.31417667865753174,1.5663557052612305,2.743484230904869e-07,0.7014415264129639
26,0.16981340944766998,0.5187821388244629,-0.1315307915210724,4.383597373962402,0.009282030165195465,0.23206976056098938
27,-0.4532780945301056,0.5896360874176025,1.1027414798736572,3.9343502521514893,0.00997503474354744,0.5632540583610535
28,-0.11693248152732849,0.9560649991035461,0.573695719242096,1.9286940097808838,0.0,0.6891330480575562
29,0.3047548830509186,0.6227681040763855,-0.004618261009454727,4.5755534172058105,0.007126337382942438,0.2185574620962143
30,-0.09514886885881424,0.3448163568973541,1.150222659111023,6.720991134643555,0.020124005153775215,0.3456353545188904
31,-2.068026065826416,2.0965371131896973,-0.18583931028842926,1.238294243812561,0.0,0.835452675819397
32,-1.4084841012954712,1.9611754417419434,1.065564751625061,2.8479764461517334,0.0,0.7498054504394531
33,-0.08689199388027191,0.4273167848587036,-0.3880673050880432,3.821249485015869,0.00658683106303215,0.30110472440719604
34,0.6685606837272644,0.7770432233810425,-0.32346978783607483,1.688372015953064,0.0,0.6542590856552124
35,0.14602795243263245,0.6381833553314209,0.8030252456665039,2.700134038925171,0.0016048010438680649,0.6091732978820801
36,0.5372835397720337,0.6017659306526184,0.9758366346359253,3.802396535873413,0.006296021863818169,0.5134280920028687
37,0.19187301397323608,0.4799915850162506,0.7080021500587463,2.560452699661255,0.0020165981259196997,0.5863287448883057
38,0.3093196749687195,0.5979315042495728,-0.2983306646347046,4.132732391357422,0.007800137158483267,0.26350635290145874
39,-0.5026163458824158,0.9129628539085388,-0.21815837919712067,1.6396675109863281,1.9204389900551178e-06,0.6389058232307434
40,-0.3847563564777374,0.4888628423213959,-0.7233107686042786,4.130747318267822,0.00845198892056942,0.36874163150787354
41,1.4937472343444824,0.7574769854545593,-0.7400286197662354,4.6348090171813965,0.014891221188008785,0.33391717076301575
42,0.10025423765182495,0.5480495691299438,0.9704449772834778,2.8068957328796387,0.0011500685941427946,0.6917832493782043
43,-0.06177210062742233,0.7427197694778442,-0.26892662048339844,1.580769658088684,0.00020150891214143485,0.6783540844917297
44,-0.04052622243762016,0.4296684265136719,-0.6484203934669495,5.905145645141602,0.01882619969546795,0.24054427444934845
45,-0.6553443074226379,1.000943660736084,-0.5560398101806641,1.911664366722107,0.0,0.6848379373550415
46,0.1861254870891571,0.39629095792770386,-0.017151178792119026,4.218352317810059,0.007555692922323942,0.2371291220188141
47,-1.1264986991882324,0.5010237097740173,-0.6865934133529663,2.5555105209350586,0.0028377228882163763,0.5757794976234436
48,-0.11425622552633286,0.5415158271789551,0.4691718816757202,4.535809516906738,0.01066131703555584,0.2689976692199707
49,-0.01814693585038185,0.40903156995773315,-0.4878491163253784,3.641390085220337,0.006354046519845724,0.3399791717529297
50,-0.2581922709941864,0.7262811660766602,0.3350468873977661,1.8731592893600464,0.0007002743659541011,0.593786358833313
51,0.20493102073669434,0.6180059313774109,0.6181899309158325,2.22940731048584,0.00047160492977127433,0.6199669241905212
52,0.5460445284843445,0.7939447164535522,-1.1357405185699463,5.720971584320068,0.021850068122148514,0.40026530623435974
53,1.2968822717666626,0.5589877367019653,0.9518205523490906,2.7365589141845703,0.00035253772512078285,0.6964814066886902
54,0.6613026261329651,0.8032670617103577,-0.27643194794654846,1.5619008541107178,0.0,0.6891695857048035
55,0.029471850022673607,0.3944043517112732,0.32870933413505554,5.189691543579102,0.013741975650191307,0.21350976824760437
56,0.4580739736557007,0.5810189843177795,0.5382936000823975,2.034400701522827,2.74348417406145e-06,0.6339753866195679
57,-0.08035051077604294,1.6942710876464844,0.7106434106826782,2.150653600692749,0.0,0.699793815612793
58,0.9812434911727905,0.7169145941734314,-0.7673468589782715,2.5446393489837646,0.002517558401450515,0.6243796944618225
59,0.2411888688802719,0.5963324308395386,0.4509657621383667,3.119840145111084,0.004053772427141666,0.3857153058052063
60,-0.5297746658325195,0.5341964960098267,0.21120527386665344,3.9970054626464844,0.005846639163792133,0.26134756207466125
61,0.05054987594485283,0.4851750135421753,0.590602457523346,2.619387626647949,0.001448422553949058,0.5149338245391846
62,0.02810250036418438,0.2816742956638336,-0.6836808919906616,3.37066912651062,0.00586364883929491,0.43534964323043823
63,-0.7074287533760071,0.44860634207725525,-0.004131179768592119,4.365858554840088,0.010927298106253147,0.22905392944812775
64,1.1708886623382568,1.3396161794662476,0.2657412886619568,1.4957363605499268,0.0,0.7157801389694214
65,-1.8793461322784424,1.8082053661346436,0.03172044828534126,1.3009295463562012,0.0,0.7694545984268188
66,-0.70938640832901,1.6256282329559326,0.031323883682489395,1.4381359815597534,0.0,0.6960268020629883
67,-1.679290533065796,1.2228589057922363,0.3873509168624878,1.6842143535614014,0.0,0.6828351616859436
68,0.4735148847103119,0.5527321100234985,-0.353148490190506,1.893864393234253,0.00032167352037504315,0.5938724279403687
69,0.9453771114349365,0.6586507558822632,-0.7184299826622009,3.111821413040161,0.0023323730565607548,0.48722001910209656
70,-0.3110620379447937,0.5339362025260925,0.5364505648612976,2.5951571464538574,0.001300137140788138,0.49622398614883423
71,-0.04784668609499931,0.3395335078239441,0.830342710018158,5.7278594970703125,0.017146501690149307,0.2949564456939697
72,-0.025006558746099472,0.7631801962852478,-0.05401872098445892,2.568610429763794,0.0047761318273842335,0.390451580286026
73,0.32135283946990967,0.49423372745513916,-0.0372651070356369,3.403353691101074,0.003528120694682002,0.29423585534095764
74,0.7254242300987244,0.568278431892395,-0.8700560331344604,4.1851348876953125,0.008516735397279263,0.419818639755249
75,0.7849926352500916,0.5191828012466431,-0.7682258486747742,4.032223224639893,0.007399177178740501,0.3943658173084259
76,-1.0551190376281738,0.9035590887069702,0.17530019581317902,1.621975064277649,3.566529585441458e-06,0.6354783773422241
77,-0.12148486077785492,0.6702494025230408,-0.5835580229759216,2.3570520877838135,0.0015093277906998992,0.5687358379364014
78,0.19187211990356445,0.4261234402656555,-1.1220792531967163,3.924952983856201,0.006819478701800108,0.5755640268325806
79,0.6895630359649658,0.7114492058753967,-0.7814711928367615,2.4750328063964844,0.0004994513001292944,0.6507781744003296
80,-0.125991553068161,0.9164302945137024,-0.6030200719833374,2.042375087738037,9.602194950275589e-06,0.6676703095436096
81,-1.0501806735992432,0.8680428266525269,0.7600778341293335,2.527719020843506,0.002445816295221448,0.6241667866706848
82,0.33279258012771606,0.8537530303001404,1.005788803100586,3.0736167430877686,0.00211330596357584,0.6544768214225769
83,-0.25569766759872437,0.4632411301136017,0.46982541680336,3.853731155395508,0.005075034219771624,0.31676727533340454
84,0.15095843374729156,0.8713906407356262,0.47904184460639954,1.7681529521942139,0.0,0.6953477263450623
85,-0.2576364576816559,0.5577845573425293,0.5354112982749939,5.037837505340576,0.011635802686214447,0.25540030002593994
86,-0.24049237370491028,0.5606268644332886,0.9707159399986267,3.819345712661743,0.009854046627879143,0.5085397958755493
87,0.32413721084594727,0.5882492661476135,0.7633339762687683,4.016424655914307,0.006954595446586609,0.3940516710281372
88,-0.4023646116256714,0.5462647676467896,-0.17589683830738068,4.583083629608154,0.009719752706587315,0.22494454681873322
89,0.038261450827121735,0.43757373094558716,-0.7663009166717529,3.7656137943267822,0.00524993147701025,0.42150288820266724
90,0.14841535687446594,0.8595292568206787,0.484944611787796,2.246723175048828,0.0009809327311813831,0.5497657060623169
91,-0.2896212637424469,0.8324686288833618,0.9162857532501221,3.5699644088745117,0.0057914950884878635,0.515293538570404
92,0.36634474992752075,0.7336965799331665,-1.0243198871612549,4.4225335121154785,0.01314636506140232,0.46336138248443604
93,-1.1708709001541138,1.138887882232666,-0.5667129755020142,1.7876163721084595,0.0,0.7390643954277039
94,-0.006430245470255613,0.3677455186843872,-0.6005700826644897,3.5734989643096924,0.00631412910297513,0.38077089190483093
95,0.6763100028038025,0.5441185832023621,-0.7900174856185913,3.018726110458374,0.0038427982944995165,0.5380175709724426
96,2.1053192615509033,1.0486454963684082,-0.5327613949775696,2.1568615436553955,0.000410013715736568,0.5952327847480774
97,-0.03424706682562828,0.44661661982536316,0.08550085872411728,5.3472819328308105,0.013561042957007885,0.18837802112102509
98,0.014709335751831532,0.5111191868782043,0.9876479506492615,3.6200034618377686,0.007615774869918823,0.5457034707069397
99,0.34353533387184143,0.9830900430679321,-0.03842199966311455,1.4019643068313599,1.3717421154524345e-07,0.714337944984436
100,0.25942376255989075,0.4195646345615387,-0.019321639090776443,4.191066265106201,0.005775445606559515,0.23869185149669647
101,-0.08944489806890488,0.34166306257247925,-0.5419498682022095,5.152035236358643,0.013085596263408661,0.25110653042793274
102,0.967551052570343,0.6650795936584473,-0.8367092609405518,4.20777702331543,0.009686419740319252,0.404033362865448
103,-0.1394137144088745,0.9861676692962646,-0.9392409920692444,2.6397054195404053,0.00019245542353019118,0.7130241394042969
104,0.19208599627017975,0.4691643714904785,-0.7216086387634277,3.462770700454712,0.0035359396133571863,0.4391624927520752
105,-0.9317634701728821,0.7874496579170227,-0.687396228313446,3.512112855911255,0.0003021947923116386,0.4192671477794647
106,0.8053892850875854,0.8895870447158813,-0.7739152908325195,2.5690674781799316,0.0013969821156933904,0.6223833560943604
107,0.23473550379276276,0.6311874389648438,-0.6950380206108093,2.297257661819458,4.6227709390223026e-05,0.6455861926078796
108,-0.36328136920928955,0.43107935786247253,-0.23806056380271912,3.736602544784546,0.007297530770301819,0.2827897369861603
109,0.9814046025276184,1.173057198524475,-1.362174153327942,3.7770755290985107,0.0060984911397099495,0.756013035774231
110,-0.07196047157049179,0.4835670590400696,-0.38948696851730347,3.4613850116729736,0.0069883400574326515,0.3327281177043915
111,-0.7724168300628662,0.9898309707641602,0.07235440611839294,1.4231387376785278,0.0,0.7063508033752441
112,-1.3225785493850708,1.0725950002670288,0.21973226964473724,1.6083943843841553,2.2085048840381205e-05,0.651757001876831
113,0.1618981957435608,0.3054080307483673,0.8598247170448303,6.773601531982422,0.018107682466506958,0.25677603483200073
114,0.03481249511241913,0.4573048949241638,1.006703495979309,3.687163829803467,0.007352263201028109,0.5460706949234009
115,0.1193879172205925,0.48011723160743713,-0.9200528264045715,4.701929092407227,0.011828532442450523,0.3927105665206909
116,-0.4320901930332184,0.7137912511825562,0.30446794629096985,1.6981014013290405,6.172839675855357e-06,0.6434837579727173
117,0.05103938281536102,0.6916310787200928,-0.5320673584938049,2.1417057514190674,0.0002805212570820004,0.5990999341011047
118,-0.8301258683204651,0.7811912894248962,-0.025401609018445015,1.3202060461044312,0.0,0.7579463124275208
119,0.0903930589556694,0.47324877977371216,-0.72579026222229,3.2423763275146484,0.002417969750240445,0.4708804190158844
120,0.8641031384468079,0.7651305198669434,0.27652671933174133,1.6223329305648804,0.0,0.6635302901268005
121,-0.3449091911315918,0.9441526532173157,-0.8452939391136169,2.404874324798584,0.00025665294378995895,0.7129361629486084
122,-0.31542718410491943,0.8692754507064819,0.8152954578399658,4.010436058044434,0.0070224967785179615,0.41509369015693665
123,-0.33381736278533936,0.4541601836681366,0.08079298585653305,4.095365524291992,0.007509190589189529,0.2457723319530487
124,0.605405330657959,1.3293014764785767,-0.20409102737903595,1.4213465452194214,0.0,0.7328636050224304
125,-0.8163329362869263,0.8810308575630188,0.19728496670722961,1.756714940071106,0.0006683127721771598,0.5914000868797302
126,-0.06472005695104599,0.4799653887748718,0.3204985558986664,5.475444793701172,0.014935802668333054,0.20139355957508087
127,-0.2734363079071045,0.6079168319702148,1.03122079372406,2.869969606399536,0.0015139917377382517,0.7189680337905884
