sample_idx,mse,magnitude_mse,psnr,magnitude_psnr,max_val,max_magnitude,n_points,n_atoms
3265,0.003333955304697156,0.0052112070843577385,24.738529205322266,22.830591201782227,0.9963371157646179,0.9999970197677612,500,48
3266,0.0035436039324849844,0.005575333721935749,24.464265823364258,22.53714370727539,0.9952584505081177,0.9999831318855286,500,60
3267,0.004412311594933271,0.0063711064867675304,23.536577224731445,21.957849502563477,0.9980722069740295,0.9999998807907104,500,40
3268,0.002448717597872019,0.002879164647310972,26.052167892456055,25.40707015991211,0.9932939410209656,0.9999695420265198,500,60
3269,0.006493559572845697,0.00972442515194416,21.85775375366211,20.121353149414062,0.9979967474937439,0.9999991059303284,500,32
3270,0.004073414485901594,0.005323424469679594,23.890771865844727,22.738088607788086,0.9988905191421509,0.9999998807907104,500,46
3271,0.005650597158819437,0.008439791388809681,22.459964752197266,20.736677169799805,0.9978043437004089,0.9999993443489075,500,41
3272,0.002899403916671872,0.002859176602214575,25.366716384887695,25.437578201293945,0.9988268613815308,0.9999985098838806,500,51
3273,0.003948347643017769,0.003897414542734623,24.011274337768555,24.09217643737793,0.9971750378608704,0.9999933242797852,500,52
3274,0.004420616663992405,0.006151224486529827,23.53179359436035,22.110383987426758,0.9984610676765442,0.9999999403953552,500,45
3275,0.004447891376912594,0.008451261557638645,23.482036590576172,20.730764389038086,0.9958157539367676,0.9999979138374329,500,34
3276,0.0067711821757256985,0.012614024803042412,21.681636810302734,18.991455078125,0.9986516833305359,0.9999991655349731,500,38
3277,0.002981479512527585,0.0034339590929448605,25.246448516845703,24.642038345336914,0.9989374279975891,0.9999988675117493,500,58
3278,0.0037393623497337103,0.006276261061429977,24.248313903808594,22.022987365722656,0.9972739815711975,0.999999463558197,500,45
3279,0.003280837554484606,0.0053956941701471806,24.776073455810547,22.67938995361328,0.9926496744155884,0.9999841451644897,500,51
3280,0.004312258213758469,0.00882709864526987,23.60849380493164,20.5416202545166,0.9948946833610535,0.9999770522117615,500,27
3281,0.0035684527829289436,0.0031491375993937254,24.45616912841797,25.018081665039062,0.9978113174438477,0.9999998807907104,500,71
3282,0.0026949711609631777,0.0030412126798182726,25.663299560546875,25.169523239135742,0.9964191913604736,0.9999989867210388,500,67
3283,0.002187178935855627,0.002103718463331461,26.5576171875,26.770090103149414,0.9949997067451477,0.9999959468841553,500,63
3284,0.006227917969226837,0.010263502597808838,22.034687042236328,19.88703727722168,0.9974837899208069,0.9999991655349731,500,33
